number,title,classification,timestamp,latitude,longitude,geometry,index_right,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER
25056,Report 25056: Fish & Game employee recalls following possible tracks while hiking near Little Payette Lake,Class B,1979-10-20T12:00:00Z,44.9166,-116.4873,POINT (-116.4873 44.9166),8,16,01779783,0400000US16,16,ID,Idaho,00,214049787659,2391722557
28386,Report 28386: Camper and his three dogs hear possible vocalizations and cut camping trip short in Beaver Creek,Class B,2003-06-21T12:00:00Z,42.35635,-111.5212,POINT (-111.5212 42.35635),8,16,01779783,0400000US16,16,ID,Idaho,00,214049787659,2391722557
29020,Report 29020: Couple describes incidents at two different campgrounds in Boise National Forest,Class B,2009-11-01T12:00:00Z,44.35978,-115.8596,POINT (-115.8596 44.35978),8,16,01779783,0400000US16,16,ID,Idaho,00,214049787659,2391722557
202,Report 202: Woman sees black shiny figure standing by tree disappear into forest,Class A,1998-05-15T12:00:00Z,39.2949,-90.608,POINT (-90.608 39.2949),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
2805,"Report 2805: Early morning sighting of creature looking at ""something"" in the snow in Vandalia.",Class A,1975-12-15T12:00:00Z,38.98,-89.136,POINT (-89.136 38.98),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
3474,"Report 3474: One sighting in October near a cabin, then another incident six months later less than a mile away from the first incident",Class A,1989-10-15T12:00:00Z,37.34339,-88.71672,POINT (-88.71672 37.34339),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
3521,"Report 3521: Deer hunter sees large hairy black creature that ""plays peekaboo"" near Webster.",Class A,2000-11-15T12:00:00Z,40.4664,-91.0007,POINT (-91.0007 40.4664),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
4099,Report 4099: Daytime sighting by two arrowhead hunters near Gulfport.,Class A,2004-11-26T12:00:00Z,40.8139,-91.0863,POINT (-91.0863 40.8139),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
8696,Report 8696: Nighttime sighting of gray upright animal near Kewanee,Class A,1999-09-15T12:00:00Z,41.30412,-89.9595,POINT (-89.9595 41.30412),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
10037,Report 10037: Youth has daylight sighting in corn field near Rock Falls.,Class A,2004-12-22T12:00:00Z,41.7798,-89.689,POINT (-89.689 41.7798),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
10197,Report 10197: Two squirrel hunters have sighting near Shoal Creek.,Class A,1992-09-14T12:00:00Z,39.06,-89.558,POINT (-89.558 39.06),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
10535,Report 10535: Two teens have daylight sighting near Alton.,Class A,2004-07-08T12:00:00Z,38.92241,-90.16171,POINT (-90.16171 38.92241),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
10892,Report 10892: Youth has daylight sighting in swampy area near Canton Lake.,Class A,1980-04-12T12:00:00Z,40.5332,-90.0594,POINT (-90.0594 40.5332),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
10910,Report 10910: Hunter has daylight sighting near Sandoval.,Class A,1989-10-14T12:00:00Z,38.68707,-89.09732,POINT (-89.09732 38.68707),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
11273,Report 11273: Youth has sighting along abandoned railroad line on edge of West Frankfort.,Class A,1979-08-17T12:00:00Z,37.91,-88.929,POINT (-88.929 37.91),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
11831,Report 11831: Snake hunter has daytime sighting near Seneca.,Class A,2005-06-02T12:00:00Z,41.3368,-88.562,POINT (-88.562 41.3368),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
11911,Report 11911: Campers have lengthy nightime encounter near Seneca.,Class A,1983-07-23T12:00:00Z,41.295,-88.595,POINT (-88.595 41.295),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
12140,Report 12140: Two teenagers have sighting east of Seneca,Class A,1979-06-09T12:00:00Z,41.33,-88.55,POINT (-88.55 41.33),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
12439,Report 12439: Three men have daylight sighting near Seneca,Class A,2005-06-10T12:00:00Z,41.3368,-88.562,POINT (-88.562 41.3368),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
12984,Report 12984: Nighttime sighting by motorists east of Carpentersville,Class A,1968-09-28T12:00:00Z,42.1295,-88.1577,POINT (-88.1577 42.1295),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
14872,Report 14872: Nightime sighting and possible footprints found by homeowner near Edwardsville,Class A,2006-06-08T12:00:00Z,38.4763,-89.54485,POINT (-89.54485 38.4763),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
15007,Report 15007: Daylight sighting by resident near Vermont Lake,Class A,2004-09-11T12:00:00Z,40.316,-90.459,POINT (-90.459 40.316),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
15251,Report 15251: Multiple witness motorist sighting on Rt 36 east of Riverton.,Class A,1995-12-15T12:00:00Z,39.853,-89.5,POINT (-89.5 39.853),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
15347,Report 15347: Deer hunter has early morning sighting from tree stand near Pearl City,Class A,2003-10-26T12:00:00Z,42.21,-89.85,POINT (-89.85 42.21),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
19910,Report 19910: Nightime sighting by property owner near Kishwaukee River.,Class A,1994-10-22T12:00:00Z,42.1846,-89.022,POINT (-89.022 42.1846),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
23104,Report 23104: Motorist and son observe road crossing near Spitler Woods State Park,Class A,2006-10-05T12:00:00Z,39.781,-88.867,POINT (-88.867 39.781),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
23395,Report 23395: Deer hunters have close sighting along Dry Fork Creek.,Class A,2006-10-16T12:00:00Z,38.946,-89.582,POINT (-89.582 38.946),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
23418,Report 23418: Camper has nighttime sighting outside of Bunker Hill,Class A,1994-07-04T12:00:00Z,39.06,-89.98351,POINT (-89.98351 39.06),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
23949,Report 23949: Turkey hunter has early morning sighting near Rozetta,Class A,2008-05-03T12:00:00Z,40.9452,-90.9009,POINT (-90.9009 40.9452),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
24147,Report 24147: Creature seen at a flooded rock quarry near Hampton,Class A,1969-09-01T12:00:00Z,41.55965,-90.40675,POINT (-90.40675 41.55965),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
24354,Report 24354: Hunter has sighting from his deer stand near Detroit,Class A,2007-11-16T12:00:00Z,39.607,-90.64,POINT (-90.64 39.607),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
24544,Report 24544: Motorist has a nighttime sighting near Karnak.,Class A,1999-10-02T12:00:00Z,37.289,-88.9963,POINT (-88.9963 37.289),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
24997,Report 24997: Hiker has nighttime sighting near Carlyle,Class A,2007-10-27T12:00:00Z,38.567,-89.341,POINT (-89.341 38.567),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
25267,Report 25267: Memory told of a sasquatch standing in headlights on Christmas Eve west of St. Jacob,Class A,1980-12-24T12:00:00Z,38.72226,-89.80125,POINT (-89.80125 38.72226),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
25273,"Report 25273: Possible sighting, wood knocks and vocalizations west of Girard",Class A,2008-11-08T12:00:00Z,39.26776,-89.48787,POINT (-89.48787 39.26776),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
25809,Report 25809: Resident has recent daylight sighting while retrieving cattle near Godfrey,Class A,2009-04-08T12:00:00Z,38.9951,-90.1451,POINT (-90.1451 38.9951),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
26905,Report 26905: Fisherman has closeup encounter with a juvenile near Kankakee,Class A,1973-05-13T12:00:00Z,41.16124,-87.58124,POINT (-87.58124 41.16124),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
27374,Report 27374: Man remembers his daytime sighting as a youth living south of Hennepin,Class A,1986-11-29T12:00:00Z,41.2285,-89.3211,POINT (-89.3211 41.2285),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28110,Report 28110: Night fisherman has sighting at Clinton Lake boat docks,Class A,2009-06-27T12:00:00Z,40.19732,-88.724,POINT (-88.724 40.19732),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28423,Report 28423: Man recalls his face to face daylight encounter in Siloam Springs State Park,Class A,1972-10-29T12:00:00Z,39.93521,-89.88871,POINT (-89.88871 39.93521),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28429,Report 28429: Deer hunter has sighting at dusk near Jubilee College State Park,Class A,2007-10-27T12:00:00Z,40.82944,-89.73378,POINT (-89.73378 40.82944),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28484,Report 28484: Vocalizations and a sighting with a spotlight near Murrayville,Class A,2006-07-22T12:00:00Z,39.57463,-90.24173,POINT (-90.24173 39.57463),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28516,Report 28516: Memory told of a daytime sighting near Edwardsville,Class A,1978-10-21T12:00:00Z,38.7774,-90.012,POINT (-90.012 38.7774),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28533,Report 28533: Daylight sighting by a motorist near Lake Jacksonville,Class A,2005-11-19T12:00:00Z,39.6548,-90.18651,POINT (-90.18651 39.6548),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28534,Report 28534: Runner has sighting near home south of Jacksonville,Class A,2006-08-26T12:00:00Z,39.53747,-90.17564,POINT (-90.17564 39.53747),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28545,Report 28545: Man tells of the strange occurrences and his sighting as a teenager near Buckhart,Class A,1976-09-18T12:00:00Z,39.7721,-89.4691,POINT (-89.4691 39.7721),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28568,Report 28568: Nighttime sighting near a dumpster by a bicyclist in Canton,Class A,2010-10-17T12:00:00Z,40.5658,-90.0055,POINT (-90.0055 40.5658),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28703,Report 28703: Motorist has daylight sighting southwest of Taylorville,Class A,2008-09-28T12:00:00Z,39.5075,-89.3469,POINT (-89.3469 39.5075),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28714,Report 28714: Memory told of seeing a bigfoot on the side of a road along Middle Branch Creek,Class A,1969-08-09T12:00:00Z,40.62288,-89.99328,POINT (-89.99328 40.62288),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28728,Report 28728: Daylight sighting by a motorist near Brookfield Zoo,Class A,2010-11-16T12:00:00Z,41.84136,-87.83285,POINT (-87.83285 41.84136),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28899,Report 28899: Father and son have daylight sighting on Illinois Rt 48 near Taylorville,Class A,2008-05-05T12:00:00Z,39.5075,-89.3469,POINT (-89.3469 39.5075),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28936,Report 28936: Daytime sighting by a motorist east of Seneca,Class A,2009-06-24T12:00:00Z,41.33018,-88.53889,POINT (-88.53889 41.33018),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
28940,Report 28940: Motorist has night-time sighting near bridge just south of Seneca,Class A,2011-02-24T12:00:00Z,41.29663,-88.60814,POINT (-88.60814 41.29663),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
29165,Report 29165: Possible observations using thermal imager southeast of Equality,Class A,2011-04-15T12:00:00Z,37.60075,-88.38197,POINT (-88.38197 37.60075),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
29265,Report 29265: Motorists have sighting at night near Otterville,Class A,2008-05-23T12:00:00Z,39.02341,-90.40184,POINT (-90.40184 39.02341),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
29287,Report 29287: Memory told of a daylight sighting as a youth near Fenton,Class A,2000-04-07T12:00:00Z,41.7584,-90.0795,POINT (-90.0795 41.7584),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
30003,Report 30003: Late night encounter by a motorcyclist outside of Marseilles,Class A,2011-07-18T12:00:00Z,41.42396,-88.71103,POINT (-88.71103 41.42396),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
30203,Report 30203: Nighttime sighting by motorists along I-55 near Lincoln,Class A,2004-10-30T12:00:00Z,40.14471,-89.41959,POINT (-89.41959 40.14471),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
30367,Report 30367: Memories told of encounters experienced by a family living near Villa Grove,Class A,1964-11-07T12:00:00Z,39.8213,-88.1676,POINT (-88.1676 39.8213),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
30896,Report 30896: Second nighttime sighting by motorcyclist north of Marseilles,Class A,2011-10-20T12:00:00Z,41.4209,-88.706,POINT (-88.706 41.4209),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
31858,Report 31858: Motorists have nighttime sighting on outskirts of Lawrenceville,Class A,2011-12-19T12:00:00Z,38.71682,-87.68468,POINT (-87.68468 38.71682),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
31968,Report 31968: Midday observation by young hunters near Glasford,Class A,1985-01-12T12:00:00Z,40.59904,-89.88347,POINT (-89.88347 40.59904),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
32162,Report 32162: Recollection of daylight sighting as youth near Victoria,Class A,1973-06-09T12:00:00Z,40.98073,-90.18332,POINT (-90.18332 40.98073),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
32400,Report 32400: Jogger has daylight sighting on Prairie Trail near Algonquin,Class A,2008-09-13T12:00:00Z,42.18476,-88.29926,POINT (-88.29926 42.18476),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
32616,Report 32616: Hiker has nighttime sighting in Harris Forest Preserve.,Class A,2012-01-05T12:00:00Z,41.61575,-88.4586,POINT (-88.4586 41.61575),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
33638,Report 33638: Woman recalls her night time sighting while fishing behind her home near Columbia,Class A,1991-11-16T12:00:00Z,38.51689,-90.16501,POINT (-90.16501 38.51689),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
33859,Report 33859: Woman recalls daylight sighting north of Marseilles,Class A,1987-07-11T12:00:00Z,41.42741,-88.71402,POINT (-88.71402 41.42741),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
34728,Report 34728: Recollection of a daylight sighting as a youth in Riverton,Class A,1996-10-12T12:00:00Z,39.84874,-89.55229,POINT (-89.55229 39.84874),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
35427,Report 35427: Family has daylight sighting while fishing on Rend Lake,Class A,2012-05-14T12:00:00Z,38.1038,-88.99181,POINT (-88.99181 38.1038),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
36246,Report 36246: Hiker has daylight sighting near Olive Branch.,Class A,2011-10-10T12:00:00Z,37.18404,-89.36896,POINT (-89.36896 37.18404),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
36306,Report 36306: Motorist has daytime sighting near railroad tracks west of Murphysboro,Class A,2011-03-05T12:00:00Z,37.71917,-89.48784,POINT (-89.48784 37.71917),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
36406,Report 36406: Daylight sighting by a camper in Argyle Lake State Park,Class A,2012-08-09T12:00:00Z,40.45273,-90.79664,POINT (-90.79664 40.45273),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
36667,Report 36667: Memory told of encounters on a farm near Ottawa.,Class A,1986-01-01T12:00:00Z,41.30374,-88.95451,POINT (-88.95451 41.30374),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
37522,Report 37522: Homeowner recalls night time sighting in NW Decatur,Class A,1980-11-08T12:00:00Z,39.8732,-88.9813,POINT (-88.9813 39.8732),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
37697,Report 37697: Memory told of a sighting at dawn while deer hunting north of Hettick.,Class A,1993-11-20T12:00:00Z,39.37753,-90.04582,POINT (-90.04582 39.37753),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
37856,Report 37856: Close encounter at night by a motorist near Mt.Carmel,Class A,2010-10-19T12:00:00Z,38.37945,-87.79079,POINT (-87.79079 38.37945),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
38395,Report 38395: Motorists have nighttime sighting north of Matteson.,Class A,2012-12-20T12:00:00Z,41.53346,-87.75156,POINT (-87.75156 41.53346),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
39267,Report 39267: Motorist reports his second sighting near railroad tracks west of Murphysboro,Class A,2012-03-06T12:00:00Z,37.71917,-89.48784,POINT (-89.48784 37.71917),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
40075,Report 40075: Daylight sighting along levee in East Peoria,Class A,2013-02-26T12:00:00Z,40.67577,-89.60034,POINT (-89.60034 40.67577),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
40457,Report 40457: Memory told of a close encounter by motorists just north of Rushville,Class A,2000-01-09T12:00:00Z,40.25679,-90.59952,POINT (-90.59952 40.25679),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
41318,Report 41318: Memory told of roadside sighting at night south of Rantoul,Class A,1975-10-11T12:00:00Z,40.26916,-88.1033,POINT (-88.1033 40.26916),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
41718,Report 41718: Motorcyclist has daylight sighting south of Kellerville,Class A,2013-06-22T12:00:00Z,39.91682,-90.95499,POINT (-90.95499 39.91682),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
41916,Report 41916: Memory told of daylight sighting while mushroom hunting along Happy Hollow Road near Gorham,Class A,1978-04-21T12:00:00Z,37.68485,-89.49155,POINT (-89.49155 37.68485),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
42140,Report 42140: Hiker has daylight sighting in Goodenow Grove Nature Preserve,Class A,2009-10-10T12:00:00Z,41.40762,-87.60593,POINT (-87.60593 41.40762),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
42794,Report 42794: Memory told of a nighttime highway crossing near Stewardson,Class A,1998-09-28T12:00:00Z,39.2372,-88.61966,POINT (-88.61966 39.2372),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
42945,Report 42945: Memory told of a daylight sighting along railroad tracks east of Plumfield,Class A,2013-11-24T12:00:00Z,37.88755,-88.98393,POINT (-88.98393 37.88755),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
43148,Report 43148: Hiker has close daylight sighting in Beall Woods State Park,Class A,2013-10-23T12:00:00Z,38.354,-87.8572,POINT (-87.8572 38.354),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
43348,Report 43348: Memory told of sighting at night along SR 108 near Hagaman,Class A,2014-05-14T12:00:00Z,39.30525,-90.0933,POINT (-90.0933 39.30525),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
43619,Report 43619: Motorist has twilight sighting south of Oquawka.,Class A,2014-05-12T12:00:00Z,40.9119,-90.928,POINT (-90.928 40.9119),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
44003,Report 44003: Close encounter while fishing remembered near Giant City State Park,Class A,2014-05-14T12:00:00Z,37.63264,-89.17177,POINT (-89.17177 37.63264),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
44649,Report 44649: Memory told of a daytime sighting on a farm south of Rock Falls,Class A,2014-05-12T12:00:00Z,41.72264,-89.80784,POINT (-89.80784 41.72264),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
46439,Report 46439: Motorists have night time sighting near edge of Altona,Class A,2014-09-05T12:00:00Z,41.12409,-90.16382,POINT (-90.16382 41.12409),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
46494,Report 46494: Memory told of a daytime sighting in Schiller Woods,Class A,1967-08-15T12:00:00Z,41.9586,-87.8574,POINT (-87.8574 41.9586),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
46878,Report 46878: Hiker has a daylight sighting in Buffalo Rock State Park,Class A,2014-10-10T12:00:00Z,41.3224,-88.92,POINT (-88.92 41.3224),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
47249,Report 47249: Motorist has dusk sighting west of Galesburg,Class A,2015-01-12T12:00:00Z,40.9474,-90.4429,POINT (-90.4429 40.9474),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
47403,Report 47403: Deer hunter has daylight encounters and attempts to take photos east of Findlay,Class A,2014-12-30T12:00:00Z,39.50655,-88.70795,POINT (-88.70795 39.50655),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
47649,Report 47649: Truck driver has a daylight sighting west of Ellisville.,Class A,2005-07-15T12:00:00Z,40.625,-90.3832,POINT (-90.3832 40.625),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
47776,Report 47776: Nighttime sighting by homeowner in Lake in the Hills,Class A,2017-01-22T12:00:00Z,42.1838,-88.30026,POINT (-88.30026 42.1838),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
47911,Report 47911: Memory told of a nighttime road crossing near Coal City,Class A,2017-01-22T12:00:00Z,41.34693,-88.23882,POINT (-88.23882 41.34693),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
49302,Report 49302: Memory told of nighttime sighting by motorists on New Douglas Road,Class A,2017-01-25T12:00:00Z,38.96846,-89.72024,POINT (-89.72024 38.96846),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
49954,Report 49954: Memory told of encounter at a remote cabin at Sandy Run,Class A,2015-10-11T12:00:00Z,37.9308,-88.362,POINT (-88.362 37.9308),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
55706,Report 55706: Memory told of daytime encounter near Farmdale Park,Class A,2016-10-03T12:00:00Z,40.67855,-89.49032,POINT (-89.49032 40.67855),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
55934,Report 55934: Nighttime sighting near Sunset Lake west of Girard,Class A,2017-01-20T12:00:00Z,39.4383,-89.86021,POINT (-89.86021 39.4383),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
2901,Report 2901: Couple in car terrified by loud howl/scream near Carlinville.,Class B,1978-05-01T12:00:00Z,39.115,-89.952,POINT (-89.952 39.115),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
2992,Report 2992: Unusual vocalizations from Mississippi River bottoms between Hamilton and Warsaw.,Class B,2001-05-16T12:00:00Z,40.3752,-91.3883,POINT (-91.3883 40.3752),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
3018,Report 3018: Late night screams heard near Rosiclare.,Class B,2001-08-16T12:00:00Z,37.5,-88.3461,POINT (-88.3461 37.5),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
3300,Report 3300: Trapper recalls large footprints he found while trapping near Pinckneyville.,Class B,1975-12-06T12:00:00Z,38.04813,-89.30435,POINT (-89.30435 38.04813),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
5742,Report 5742: Young man hears nighttime vocalizations and is followed in woods near Mounds.,Class B,2004-11-27T12:00:00Z,37.1142,-89.1979,POINT (-89.1979 37.1142),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
6820,Report 6820: Tracks found on a creek bed near Chandlerville,Class B,2004-11-14T12:00:00Z,40.04505,-90.1498,POINT (-90.1498 40.04505),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
10879,Report 10879: Mushroom hunters find series of large footprints near Ste. Marie.,Class B,2000-05-06T12:00:00Z,38.94564,-87.97622,POINT (-87.97622 38.94564),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
11121,Report 11121: Hikers find large footprint along Franklin Creek.,Class B,2003-06-14T12:00:00Z,41.86395,-89.34285,POINT (-89.34285 41.86395),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
11295,Report 11295: Coon hunters hear vocalizations and footprints found near Burlington.,Class B,1984-11-17T12:00:00Z,42.075,-88.53872,POINT (-88.53872 42.075),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
12836,Report 12836: Family hears vocalizations and finds footprints in their backyard east of Pekin,Class B,2005-10-06T12:00:00Z,40.61,-89.585,POINT (-89.585 40.61),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
12919,Report 12919: Youth has nighttime sighting along Rock River,Class B,1986-11-15T12:00:00Z,41.6,-90.1,POINT (-90.1 41.6),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
13070,Report 13070: Youth has pre-dawn encounter on the way to deer stand near Mitchellville,Class B,2005-11-18T12:00:00Z,37.63,-88.55,POINT (-88.55 37.63),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
14802,Report 14802: Possible vocalizations heard by camper near Williams Hill Pass in the Shawnee National Forest,Class B,2006-05-29T12:00:00Z,37.61404,-88.50061,POINT (-88.50061 37.61404),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
15019,Report 15019: Possible vocalizations heard near Yorkville,Class B,2006-06-21T12:00:00Z,41.625,-88.4375,POINT (-88.4375 41.625),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
15393,Report 15393: Woman describes her son's possible sighting near Lake of Egypt in Shawnee National Forest,Class B,2006-07-28T12:00:00Z,37.61095,-88.9319,POINT (-88.9319 37.61095),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
15844,"Report 15844: Possible sounds heard, etc., in Kickapoo State Park",Class B,2005-10-01T12:00:00Z,40.1527,-87.7424,POINT (-87.7424 40.1527),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
15895,"Report 15895: Possible vocalization heard in Marion, Illinois",Class B,1977-12-31T12:00:00Z,37.72735,-88.9487,POINT (-88.9487 37.72735),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
18059,Report 18059: Possible footprints found five miles east of Vandalia.,Class B,1998-09-26T12:00:00Z,39.0,-89.0,POINT (-89 39),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
18584,Report 18584: Possible vocalization heard near Pyramid State Park.,Class B,2007-10-15T12:00:00Z,38.0985,-89.4205,POINT (-89.4205 38.0985),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
23760,Report 23760: Memory told of possible vocalizations and rocks thrown at Lake Kinkaid.,Class B,1978-04-02T12:00:00Z,37.78048,-89.45728,POINT (-89.45728 37.78048),29,17,01779784,0400000US17,17,IL,Illinois,00,143780567633,6214824948
